11	1	1	AsyncTheta	156	1060_4Hz.avi	willow7_oneeighty_4Hz.wav	willow	2	9.97129500000301	0	11	167	130	156	149	3	16	4	6.97811887166667	NaN	18407.0181431	1	NaN	NaN	NaN
11	2	1	AsyncTheta	177	1283_4Hz.avi	ep38_oneeighty_4Hz.wav	ep	2	6.83983509999962	1	11	173	177	144	138	2	1	4	6.97811887166667	NaN	18419.4182796	1	NaN	NaN	NaN
11	3	1	AsyncTheta	130	1081_4Hz.avi	willow5_oneeighty_4Hz.wav	willow	2	6.2664909999985	1	11	156	130	149	167	2	4	4	6.97811887166667	NaN	18428.168285	1	NaN	NaN	NaN
11	4	1	AsyncTheta	138	1149_4Hz.avi	ep2_oneeighty_4Hz.wav	ep	4	7.35772160000124	1	11	173	177	144	138	4	10	3	6.97811887166667	NaN	18437.0682829	1	NaN	NaN	NaN
11	5	1	AsyncTheta	151	1259_4Hz.avi	guitar43_oneeighty_4Hz.wav	guitar	2	3.28824309999982	0	11	151	170	179	161	1	14	3	6.97811887166667	NaN	18446.0016423	1	NaN	NaN	NaN
11	6	1	AsyncTheta	163	1441_4Hz.avi	synth27_oneeighty_4Hz.wav	synth	4	5.15359750000061	1	11	140	129	128	163	4	3	2	6.97811887166667	NaN	18451.2349781	1	NaN	NaN	NaN
11	7	1	AsyncTheta	173	1348_4Hz.avi	ep31_oneeighty_4Hz.wav	ep	1	7.20720629999778	1	11	173	144	177	138	1	12	4	6.97811887166667	NaN	18459.3016385	1	NaN	NaN	NaN
11	8	1	AsyncTheta	129	1286_4Hz.avi	synth30_oneeighty_4Hz.wav	synth	4	5.13155389999883	0	11	163	128	129	140	3	5	3	6.97811887166667	NaN	18468.9016583	1	NaN	NaN	NaN
11	9	1	AsyncTheta	170	1062_4Hz.avi	guitar3_oneeighty_4Hz.wav	guitar	3	5.40949919999912	1	11	179	151	170	161	3	2	4	6.97811887166667	NaN	18476.5183798	1	NaN	NaN	NaN
11	10	1	AsyncTheta	128	1269_4Hz.avi	synth14_oneeighty_4Hz.wav	synth	1	7.31762420000086	0	11	140	163	129	128	4	6	5	6.97811887166667	NaN	18484.1017099	1	NaN	NaN	NaN
11	11	1	AsyncTheta	140	1270_4Hz.avi	synth17_oneeighty_4Hz.wav	synth	4	7.29125080000085	1	11	128	163	129	140	4	7	5	6.97811887166667	NaN	18492.8683978	1	NaN	NaN	NaN
11	12	1	AsyncTheta	144	1255_4Hz.avi	ep28_oneeighty_4Hz.wav	ep	3	7.49242640000011	1	11	173	177	144	138	3	8	2	6.97811887166667	NaN	18502.0351257	1	NaN	NaN	NaN
11	13	1	AsyncTheta	167	1177_4Hz.avi	willow24_oneeighty_4Hz.wav	willow	2	16.0663958999976	0	11	167	149	156	130	1	13	3	6.97811887166667	NaN	18512.5851875	1	NaN	NaN	NaN
11	14	1	AsyncTheta	179	1186_4Hz.avi	guitar30_oneeighty_4Hz.wav	guitar	2	4.77793480000037	0	11	170	151	161	179	4	15	3	6.97811887166667	NaN	18530.8185466	1	NaN	NaN	NaN
11	15	1	AsyncTheta	149	1200_4Hz.avi	willow8_oneeighty_4Hz.wav	willow	4	7.38967419999972	0	11	130	156	149	167	3	9	4	6.97811887166667	NaN	18538.5352633	1	NaN	NaN	NaN
11	16	1	AsyncTheta	161	1433_4Hz.avi	guitar2_oneeighty_4Hz.wav	guitar	3	6.71585979999873	1	11	179	170	161	151	3	11	5	6.97811887166667	NaN	18549.035269	1	NaN	NaN	NaN
11	1	2	NoFlicker	141	1401_half_amp.avi	orch12_half_amp.wav	orch	4	5.74215959999856	0	11	165	141	110	145	2	12	5	6.24932991833333	NaN	18786.1026695	1	NaN	NaN	NaN
11	2	2	NoFlicker	79	1071_half_amp.avi	acoustic17_half_amp.wav	acoustic	1	5.78433709999808	0	11	148	104	79	113	3	2	5	6.24932991833333	NaN	18793.8360051	1	NaN	NaN	NaN
11	3	2	NoFlicker	145	1352_half_amp.avi	orch39_half_amp.wav	orch	1	5.23764959999971	0	11	165	110	141	145	4	4	5	6.24932991833333	NaN	18802.3360266	1	NaN	NaN	NaN
11	4	2	NoFlicker	148	1121_half_amp.avi	acoustic26_half_amp.wav	acoustic	3	15.2217639999981	1	11	113	104	148	79	3	10	5	6.24932991833333	NaN	18810.2027478	1	NaN	NaN	NaN
11	5	2	NoFlicker	97	1368_half_amp.avi	choir30_half_amp.wav	choir	3	4.16966659999889	1	11	159	124	97	76	3	7	5	6.24932991833333	NaN	18828.6028111	1	NaN	NaN	NaN
11	6	2	NoFlicker	136	1175_half_amp.avi	dar4_half_amp.wav	dar	2	3.4816138999995	1	11	116	136	82	154	2	5	5	6.24932991833333	NaN	18834.8028072	1	NaN	NaN	NaN
11	7	2	NoFlicker	113	1037_half_amp.avi	acoustic23_half_amp.wav	acoustic	4	3.83644809999896	1	11	148	104	79	113	4	13	5	6.24932991833333	NaN	18841.2361417	1	NaN	NaN	NaN
11	8	2	NoFlicker	154	1074_half_amp.avi	dar5_half_amp.wav	dar	1	3.82559490000131	1	11	154	82	116	136	1	11	5	6.24932991833333	NaN	18847.7361642	1	NaN	NaN	NaN
11	9	2	NoFlicker	159	1091_half_amp.avi	choir8_half_amp.wav	choir	3	12.5176299000013	1	11	97	76	159	124	3	1	5	6.24932991833333	NaN	18853.6028429	1	NaN	NaN	NaN
11	10	2	NoFlicker	82	1449_half_amp.avi	dar17_half_amp.wav	dar	1	6.48592849999841	1	11	82	154	136	116	1	14	5	6.24932991833333	NaN	18868.2695864	1	NaN	NaN	NaN
11	11	2	NoFlicker	116	1420_half_amp.avi	dar18_half_amp.wav	dar	2	6.28422299999875	1	11	154	116	82	136	2	16	3	6.24932991833333	NaN	18877.4196142	1	NaN	NaN	NaN
11	12	2	NoFlicker	104	1111_half_amp.avi	acoustic31_half_amp.wav	acoustic	2	5.70597529999941	1	11	113	104	148	79	2	8	5	6.24932991833333	NaN	18886.7529559	1	NaN	NaN	NaN
11	13	2	NoFlicker	110	1443_half_amp.avi	orch3_half_amp.wav	orch	2	3.38347529999737	1	11	141	110	165	145	2	9	5	6.24932991833333	NaN	18894.6363152	1	NaN	NaN	NaN
11	14	2	NoFlicker	76	1293_half_amp.avi	choir23_half_amp.wav	choir	1	7.45280270000148	1	11	76	159	124	97	1	15	2	6.24932991833333	NaN	18901.2530198	1	NaN	NaN	NaN
11	15	2	NoFlicker	165	1410_half_amp.avi	orch43_half_amp.wav	orch	1	8.15626039999916	1	11	165	141	110	145	1	6	4	6.24932991833333	NaN	18911.753022	1	NaN	NaN	NaN
11	16	2	NoFlicker	124	1183_half_amp.avi	choir24_half_amp.wav	choir	2	9.31866979999904	0	11	76	159	124	97	3	3	4	6.24932991833333	NaN	18921.4863908	1	NaN	NaN	NaN
11	1	3	SyncTheta	37	1237_4Hz.avi	willow15_zero_4Hz.wav	willow	1	9.42658650000158	0	11	27	94	37	18	3	15	5	7.02745116666667	NaN	19210.9539558	1	NaN	NaN	NaN
11	2	3	SyncTheta	6	1007_4Hz.avi	ep8_zero_4Hz.wav	ep	4	8.34969840000122	0	11	6	24	101	26	1	4	3	7.02745116666667	NaN	19222.3873206	1	NaN	NaN	NaN
11	3	3	SyncTheta	18	1101_4Hz.avi	willow13_zero_4Hz.wav	willow	4	6.51550939999652	0	11	18	27	94	37	1	3	4	7.02745116666667	NaN	19233.1207218	1	NaN	NaN	NaN
11	4	3	SyncTheta	24	1217_4Hz.avi	ep44_zero_4Hz.wav	ep	1	6.2429252999973	1	11	24	6	101	26	1	12	4	7.02745116666667	NaN	19241.5040517	1	NaN	NaN	NaN
11	5	3	SyncTheta	53	1197_4Hz.avi	guitar46_zero_4Hz.wav	guitar	1	3.73280340000201	1	11	53	90	15	3	1	10	5	7.02745116666667	NaN	19249.9707403	1	NaN	NaN	NaN
11	6	3	SyncTheta	100	1107_4Hz.avi	synth23_zero_4Hz.wav	synth	3	3.89246060000005	1	11	8	54	100	50	3	1	5	7.02745116666667	NaN	19256.0374281	1	NaN	NaN	NaN
11	7	3	SyncTheta	101	1295_4Hz.avi	ep40_zero_4Hz.wav	ep	2	3.96351339999819	1	11	6	101	24	26	2	14	5	7.02745116666667	NaN	19261.7708033	1	NaN	NaN	NaN
11	8	3	SyncTheta	54	1181_4Hz.avi	synth12_zero_4Hz.wav	synth	3	7.28875509999853	1	11	8	100	54	50	3	6	5	7.02745116666667	NaN	19268.0374636	1	NaN	NaN	NaN
11	9	3	SyncTheta	90	1273_4Hz.avi	guitar23_zero_4Hz.wav	guitar	1	15.5717385999997	0	11	3	90	15	53	2	2	3	7.02745116666667	NaN	19277.2874937	1	NaN	NaN	NaN
11	10	3	SyncTheta	8	1252_4Hz.avi	synth25_zero_4Hz.wav	synth	1	5.11913370000184	0	11	100	54	8	50	3	13	5	7.02745116666667	NaN	19294.7375491	1	NaN	NaN	NaN
11	11	3	SyncTheta	50	1049_4Hz.avi	synth43_zero_4Hz.wav	synth	3	3.49990020000041	1	11	100	54	50	8	3	16	4	7.02745116666667	NaN	19302.0042875	1	NaN	NaN	NaN
11	12	3	SyncTheta	26	1190_4Hz.avi	ep7_zero_4Hz.wav	ep	3	5.6511258999999	0	11	26	101	6	24	1	9	4	7.02745116666667	NaN	19308.8042507	1	NaN	NaN	NaN
11	13	3	SyncTheta	27	1202_4Hz.avi	willow16_zero_4Hz.wav	willow	2	3.75014879999799	1	11	37	27	94	18	2	8	2	7.02745116666667	NaN	19317.2043096	1	NaN	NaN	NaN
11	14	3	SyncTheta	3	1156_4Hz.avi	guitar31_zero_4Hz.wav	guitar	3	7.72143869999854	0	11	15	3	90	53	2	11	4	7.02745116666667	NaN	19323.137631	1	NaN	NaN	NaN
11	15	3	SyncTheta	94	1109_4Hz.avi	willow6_zero_4Hz.wav	willow	4	9.4321966000025	1	11	37	27	18	94	4	7	3	7.02745116666667	NaN	19334.1376684	1	NaN	NaN	NaN
11	16	3	SyncTheta	15	1422_4Hz.avi	guitar37_zero_4Hz.wav	guitar	1	6.09288190000007	1	11	15	90	53	3	1	5	3	7.02745116666667	NaN	19346.4710644	1	NaN	NaN	NaN
11	1	4	SyncDelta	28	1148_1.7Hz.avi	orch19_zero_1.7Hz.wav	orch	1	8.16614470000059	1	11	28	91	30	17	1	13	3	6.21086716666667	NaN	19576.9550736	1	NaN	NaN	NaN
11	2	4	SyncDelta	5	1381_1.7Hz.avi	acoustic1_zero_1.7Hz.wav	acoustic	3	3.95164980000118	1	11	58	1	5	4	3	3	3	6.21086716666667	NaN	19587.5384466	1	NaN	NaN	NaN
11	3	4	SyncDelta	17	1162_1.7Hz.avi	orch1_zero_1.7Hz.wav	orch	2	13.3416193000012	0	11	91	28	17	30	3	5	4	6.21086716666667	NaN	19593.6884611	1	NaN	NaN	NaN
11	4	4	SyncDelta	4	1167_1.7Hz.avi	acoustic37_zero_1.7Hz.wav	acoustic	1	5.16089250000005	0	11	58	4	1	5	2	9	4	6.21086716666667	NaN	19610.0885384	1	NaN	NaN	NaN
11	5	4	SyncDelta	11	1448_1.7Hz.avi	choir36_zero_1.7Hz.wav	choir	3	7.92327769999974	1	11	10	69	11	12	3	12	5	6.21086716666667	NaN	19616.8552004	1	NaN	NaN	NaN
11	6	4	SyncDelta	14	1416_1.7Hz.avi	dar1_zero_1.7Hz.wav	dar	1	3.19194609999977	0	11	29	64	2	14	4	1	5	6.21086716666667	NaN	19627.921923	1	NaN	NaN	NaN
11	7	4	SyncDelta	1	1064_1.7Hz.avi	acoustic12_zero_1.7Hz.wav	acoustic	1	5.83483400000114	1	11	1	5	4	58	1	15	4	6.21086716666667	NaN	19633.1053269	1	NaN	NaN	NaN
11	8	4	SyncDelta	64	1098_1.7Hz.avi	dar11_zero_1.7Hz.wav	dar	3	6.56697770000028	1	11	29	14	64	2	3	10	1	6.21086716666667	NaN	19640.7719831	1	NaN	NaN	NaN
11	9	4	SyncDelta	10	1179_1.7Hz.avi	choir4_zero_1.7Hz.wav	choir	4	4.05761680000069	1	11	12	11	69	10	4	2	5	6.21086716666667	NaN	19649.8053205	1	NaN	NaN	NaN
11	10	4	SyncDelta	2	1431_1.7Hz.avi	dar24_zero_1.7Hz.wav	dar	2	7.74586760000238	1	11	64	2	29	14	2	11	4	6.21086716666667	NaN	19655.8386932	1	NaN	NaN	NaN
11	11	4	SyncDelta	29	1158_1.7Hz.avi	dar23_zero_1.7Hz.wav	dar	3	5.30559079999875	1	11	2	14	29	64	3	14	5	6.21086716666667	NaN	19665.7720125	1	NaN	NaN	NaN
11	12	4	SyncDelta	58	1323_1.7Hz.avi	acoustic29_zero_1.7Hz.wav	acoustic	3	13.1047728000012	0	11	5	58	1	4	2	4	5	6.21086716666667	NaN	19673.6053727	1	NaN	NaN	NaN
11	13	4	SyncDelta	91	1340_1.7Hz.avi	orch46_zero_1.7Hz.wav	orch	4	8.00749110000106	1	11	17	28	30	91	4	7	1	6.21086716666667	NaN	19689.1554625	1	NaN	NaN	NaN
11	14	4	SyncDelta	12	1077_1.7Hz.avi	choir18_zero_1.7Hz.wav	choir	3	6.7311245000019	1	11	69	11	12	10	3	16	3	6.21086716666667	NaN	19699.8387834	1	NaN	NaN	NaN
11	15	4	SyncDelta	30	1016_1.7Hz.avi	orch14_zero_1.7Hz.wav	orch	2	6.19163789999948	1	11	91	30	17	28	2	6	4	6.21086716666667	NaN	19709.3055138	1	NaN	NaN	NaN
11	16	4	SyncDelta	69	1216_1.7Hz.avi	choir32_zero_1.7Hz.wav	choir	1	8.39363950000188	0	11	12	11	69	10	3	8	4	6.21086716666667	NaN	19716.9555004	1	NaN	NaN	NaN
11	1	5	SyncDelta	33	1136_1.7Hz.avi	orch38_zero_1.7Hz.wav	orch	4	8.55466420000084	0	11	33	81	57	36	1	14	2	6.763366975	NaN	20122.5065855	2	NaN	NaN	NaN
11	2	5	SyncDelta	23	1330_1.7Hz.avi	acoustic47_zero_1.7Hz.wav	acoustic	1	4.35092790000272	0	11	44	20	23	9	3	1	4	6.763366975	NaN	20133.7899849	2	NaN	NaN	NaN
11	3	5	SyncDelta	81	1444_1.7Hz.avi	orch4_zero_1.7Hz.wav	orch	3	2.55756939999992	1	11	33	36	81	57	3	3	5	6.763366975	NaN	20139.9233317	2	NaN	NaN	NaN
11	4	5	SyncDelta	9	1054_1.7Hz.avi	acoustic44_zero_1.7Hz.wav	acoustic	3	6.11785360000067	1	11	44	23	9	20	3	4	4	6.763366975	NaN	20145.8566687	2	NaN	NaN	NaN
11	5	5	SyncDelta	13	1201_1.7Hz.avi	choir7_zero_1.7Hz.wav	choir	2	4.29476499999873	1	11	63	13	19	52	2	12	1	6.763366975	NaN	20155.1400545	2	NaN	NaN	NaN
11	6	5	SyncDelta	31	1404_1.7Hz.avi	dar8_zero_1.7Hz.wav	dar	3	7.30528060000142	1	11	34	43	31	49	3	10	4	6.763366975	NaN	20162.0067006	2	NaN	NaN	NaN
11	7	5	SyncDelta	44	1254_1.7Hz.avi	acoustic48_zero_1.7Hz.wav	acoustic	2	9.53314809999938	1	11	23	44	9	20	2	8	4	6.763366975	NaN	20171.1067309	2	NaN	NaN	NaN
11	8	5	SyncDelta	49	1221_1.7Hz.avi	dar21_zero_1.7Hz.wav	dar	2	4.48811319999731	1	11	43	49	34	31	2	11	3	6.763366975	NaN	20183.8735091	2	NaN	NaN	NaN
11	9	5	SyncDelta	19	1247_1.7Hz.avi	choir38_zero_1.7Hz.wav	choir	3	5.8122091999976	1	11	52	13	19	63	3	5	5	6.763366975	NaN	20191.3734956	2	NaN	NaN	NaN
11	10	5	SyncDelta	34	1319_1.7Hz.avi	dar22_zero_1.7Hz.wav	dar	2	5.12384440000096	1	11	31	34	43	49	2	13	5	6.763366975	NaN	20198.57348	2	NaN	NaN	NaN
11	11	5	SyncDelta	43	1141_1.7Hz.avi	dar13_zero_1.7Hz.wav	dar	1	5.6445234999992	1	11	43	49	34	31	1	16	2	6.763366975	NaN	20205.356837	2	NaN	NaN	NaN
11	12	5	SyncDelta	20	1236_1.7Hz.avi	acoustic25_zero_1.7Hz.wav	acoustic	4	8.04112290000194	0	11	9	20	44	23	2	2	4	6.763366975	NaN	20213.8402235	2	NaN	NaN	NaN
11	13	5	SyncDelta	57	1309_1.7Hz.avi	orch7_zero_1.7Hz.wav	orch	2	10.7767439000017	1	11	36	57	81	33	2	9	5	6.763366975	NaN	20224.9568974	2	NaN	NaN	NaN
11	14	5	SyncDelta	52	1387_1.7Hz.avi	choir2_zero_1.7Hz.wav	choir	1	6.52163279999877	1	11	52	63	19	13	1	15	5	6.763366975	NaN	20238.5236444	2	NaN	NaN	NaN
11	15	5	SyncDelta	36	1284_1.7Hz.avi	orch29_zero_1.7Hz.wav	orch	2	4.29763930000263	1	11	57	36	81	33	2	6	3	6.763366975	NaN	20246.5903662	2	NaN	NaN	NaN
11	16	5	SyncDelta	63	1128_1.7Hz.avi	choir26_zero_1.7Hz.wav	choir	2	9.39469770000142	1	11	52	63	19	13	2	7	4	6.763366975	NaN	20253.8237084	2	NaN	NaN	NaN
11	1	6	NoFlicker	134	1026_half_amp.avi	orch16_half_amp.wav	orch	1	4.80060800000138	1	11	134	192	137	142	1	16	2	7.11531275666667	NaN	20523.6578446	2	NaN	NaN	NaN
11	2	6	NoFlicker	105	1003_half_amp.avi	acoustic6_half_amp.wav	acoustic	2	11.0101323000017	1	11	83	105	190	96	2	4	3	7.11531275666667	NaN	20530.6245201	2	NaN	NaN	NaN
11	3	6	NoFlicker	142	1155_half_amp.avi	orch9_half_amp.wav	orch	4	2.77136379999865	1	11	134	137	192	142	4	2	4	7.11531275666667	NaN	20543.0412097	2	NaN	NaN	NaN
11	4	6	NoFlicker	96	1027_half_amp.avi	acoustic40_half_amp.wav	acoustic	1	14.2253314000009	0	11	190	96	105	83	2	7	4	7.11531275666667	NaN	20548.8245857	2	NaN	NaN	NaN
11	5	6	NoFlicker	182	1277_half_amp.avi	choir39_half_amp.wav	choir	2	9.66876069999853	1	11	98	182	88	78	2	13	3	7.11531275666667	NaN	20565.6412773	2	NaN	NaN	NaN
11	6	6	NoFlicker	114	1322_half_amp.avi	dar14_half_amp.wav	dar	4	5.43840189999901	1	11	103	191	122	114	4	1	5	7.11531275666667	NaN	20578.4580219	2	NaN	NaN	NaN
11	7	6	NoFlicker	83	1139_half_amp.avi	acoustic27_half_amp.wav	acoustic	2	5.89585480000096	1	11	105	83	190	96	2	11	4	7.11531275666667	NaN	20585.508008	2	NaN	NaN	NaN
11	8	6	NoFlicker	122	1289_half_amp.avi	dar3_half_amp.wav	dar	4	10.3063136000019	0	11	191	103	122	114	3	9	3	7.11531275666667	NaN	20594.1747285	2	NaN	NaN	NaN
11	9	6	NoFlicker	78	1301_half_amp.avi	choir11_half_amp.wav	choir	2	5.60902290000013	1	11	98	78	88	182	2	3	3	7.11531275666667	NaN	20607.4914073	2	NaN	NaN	NaN
11	10	6	NoFlicker	191	1314_half_amp.avi	dar19_half_amp.wav	dar	1	17.3543267999994	0	11	103	122	114	191	4	12	2	7.11531275666667	NaN	20615.7914639	2	NaN	NaN	NaN
11	11	6	NoFlicker	103	1084_half_amp.avi	dar20_half_amp.wav	dar	1	1.49378230000002	1	11	103	114	191	122	1	15	5	7.11531275666667	NaN	20635.0415222	2	NaN	NaN	NaN
11	12	6	NoFlicker	190	1427_half_amp.avi	acoustic46_half_amp.wav	acoustic	4	7.28897270000016	1	11	96	83	105	190	4	5	3	7.11531275666667	NaN	20639.9748471	2	NaN	NaN	NaN
11	13	6	NoFlicker	137	1303_half_amp.avi	orch10_half_amp.wav	orch	2	6.62053049999668	1	11	134	137	142	192	2	8	3	7.11531275666667	NaN	20649.4248756	2	NaN	NaN	NaN
11	14	6	NoFlicker	98	1014_half_amp.avi	choir41_half_amp.wav	choir	3	17.2371262999986	0	11	78	88	182	98	4	14	3	7.11531275666667	NaN	20659.3082418	2	NaN	NaN	NaN
11	15	6	NoFlicker	192	1231_half_amp.avi	orch32_half_amp.wav	orch	4	4.51496549999865	0	11	192	142	137	134	1	6	4	7.11531275666667	NaN	20678.0916277	2	NaN	NaN	NaN
11	16	6	NoFlicker	88	1191_half_amp.avi	choir20_half_amp.wav	choir	3	6.1517531999998	1	11	182	98	88	78	3	10	5	7.11531275666667	NaN	20684.0583448	2	NaN	NaN	NaN
11	1	7	SyncTheta	66	1215_4Hz.avi	willow18_zero_4Hz.wav	willow	1	6.45020540000041	1	11	66	32	75	108	1	15	2	6.17450727166667	NaN	20914.1590185	2	NaN	NaN	NaN
11	2	7	SyncTheta	86	1278_4Hz.avi	ep35_zero_4Hz.wav	ep	4	6.3713190999988	0	11	87	106	86	25	3	5	2	6.17450727166667	NaN	20922.3590775	2	NaN	NaN	NaN
11	3	7	SyncTheta	32	1360_4Hz.avi	willow10_zero_4Hz.wav	willow	1	7.87922750000143	0	11	108	32	66	75	2	3	2	6.17450727166667	NaN	20930.7257434	2	NaN	NaN	NaN
11	4	7	SyncTheta	87	1142_4Hz.avi	ep3_zero_4Hz.wav	ep	3	4.06190680000145	0	11	87	86	106	25	1	12	2	6.17450727166667	NaN	20940.9924396	2	NaN	NaN	NaN
11	5	7	SyncTheta	93	1046_4Hz.avi	guitar18_zero_4Hz.wav	guitar	2	5.04172589999871	1	11	46	93	73	77	2	9	5	6.17450727166667	NaN	20947.3091238	2	NaN	NaN	NaN
11	6	7	SyncTheta	51	1331_4Hz.avi	synth47_zero_4Hz.wav	synth	3	10.4888565000001	0	11	71	51	89	109	2	1	5	6.17450727166667	NaN	20954.9425115	2	NaN	NaN	NaN
11	7	7	SyncTheta	25	1094_4Hz.avi	ep15_zero_4Hz.wav	ep	1	6.86444729999857	0	11	87	86	106	25	4	16	1	6.17450727166667	NaN	20967.3092117	2	NaN	NaN	NaN
11	8	7	SyncTheta	89	1393_4Hz.avi	synth41_zero_4Hz.wav	synth	3	7.20197630000257	1	11	109	71	89	51	3	2	2	6.17450727166667	NaN	20976.6592455	2	NaN	NaN	NaN
11	9	7	SyncTheta	73	1369_4Hz.avi	guitar19_zero_4Hz.wav	guitar	1	7.28613850000329	0	11	77	93	46	73	4	4	3	6.17450727166667	NaN	20986.2925825	2	NaN	NaN	NaN
11	10	7	SyncTheta	71	1076_4Hz.avi	synth21_zero_4Hz.wav	synth	2	3.84815430000162	1	11	89	71	109	51	2	6	4	6.17450727166667	NaN	20995.3759692	2	NaN	NaN	NaN
11	11	7	SyncTheta	109	1299_4Hz.avi	synth18_zero_4Hz.wav	synth	1	7.05032070000016	1	11	109	89	51	71	1	14	3	6.17450727166667	NaN	21001.7759661	2	NaN	NaN	NaN
11	12	7	SyncTheta	106	1113_4Hz.avi	ep29_zero_4Hz.wav	ep	3	3.48940429999857	0	11	106	86	87	25	1	10	3	6.17450727166667	NaN	21011.6759906	2	NaN	NaN	NaN
11	13	7	SyncTheta	75	1040_4Hz.avi	willow17_zero_4Hz.wav	willow	1	7.34265130000131	0	11	108	66	32	75	4	13	2	6.17450727166667	NaN	21018.2260542	2	NaN	NaN	NaN
11	14	7	SyncTheta	46	1210_4Hz.avi	guitar48_zero_4Hz.wav	guitar	4	8.61655599999722	0	11	93	73	46	77	3	11	4	6.17450727166667	NaN	21027.392703	2	NaN	NaN	NaN
11	15	7	SyncTheta	108	1415_4Hz.avi	willow3_zero_4Hz.wav	willow	4	10.8267594999998	0	11	66	32	108	75	3	8	2	6.17450727166667	NaN	21038.5427398	2	NaN	NaN	NaN
11	16	7	SyncTheta	77	1008_4Hz.avi	guitar42_zero_4Hz.wav	guitar	2	8.65304439999818	0	11	77	73	93	46	1	7	4	6.17450727166667	NaN	21052.126118	2	NaN	NaN	NaN
11	1	8	AsyncTheta	120	1365_4Hz.avi	willow21_oneeighty_4Hz.wav	willow	3	3.98404680000021	1	11	119	157	120	118	3	14	2	5.54511442166667	NaN	21267.9101262	2	NaN	NaN	NaN
