21	1	1	SyncDelta	93	1046_1.7Hz.avi	guitar18_zero_1.7Hz.wav	guitar	4	8.83909210000002	0	21	73	53	93	7	3	2	2	7.865236265	NaN	3982.9617179	1	NaN	NaN	NaN
21	2	1	SyncDelta	16	1442_1.7Hz.avi	ep34_zero_1.7Hz.wav	ep	3	17.6469916000001	1	21	86	106	16	26	3	13	3	7.865236265	NaN	3994.3117604	1	NaN	NaN	NaN
21	3	1	SyncDelta	7	1017_1.7Hz.avi	guitar47_zero_1.7Hz.wav	guitar	4	14.3755695999998	0	21	73	53	7	93	3	5	5	7.865236265	NaN	4014.6452141	1	NaN	NaN	NaN
21	4	1	SyncDelta	53	1197_1.7Hz.avi	guitar46_zero_1.7Hz.wav	guitar	2	12.6629422999999	1	21	73	53	93	7	2	10	4	7.865236265	NaN	4031.4619253	1	NaN	NaN	NaN
21	5	1	SyncDelta	108	1415_1.7Hz.avi	willow3_zero_1.7Hz.wav	willow	4	5.86084380000011	0	21	66	108	22	37	2	8	2	7.865236265	NaN	4046.7119822	1	NaN	NaN	NaN
21	6	1	SyncDelta	109	1299_1.7Hz.avi	synth18_zero_1.7Hz.wav	synth	3	6.31900419999965	0	21	71	109	35	54	2	1	4	7.865236265	NaN	4054.9120271	1	NaN	NaN	NaN
21	7	1	SyncDelta	71	1076_1.7Hz.avi	synth21_zero_1.7Hz.wav	synth	3	9.98964799999976	0	21	35	109	54	71	4	7	3	7.865236265	NaN	4064.5453986	1	NaN	NaN	NaN
21	8	1	SyncDelta	54	1181_1.7Hz.avi	synth12_zero_1.7Hz.wav	synth	3	12.4715720999998	0	21	54	109	71	35	1	3	4	7.865236265	NaN	4077.362128	1	NaN	NaN	NaN
21	9	1	SyncDelta	22	1212_1.7Hz.avi	willow20_zero_1.7Hz.wav	willow	1	5.39420560000008	0	21	37	22	66	108	2	6	3	7.865236265	NaN	4092.5455532	1	NaN	NaN	NaN
21	10	1	SyncDelta	73	1369_1.7Hz.avi	guitar19_zero_1.7Hz.wav	guitar	2	10.9923127000002	1	21	7	73	53	93	2	11	3	7.865236265	NaN	4100.1455561	1	NaN	NaN	NaN
21	11	1	SyncDelta	26	1190_1.7Hz.avi	ep7_zero_1.7Hz.wav	ep	4	5.55944110000019	0	21	106	16	26	86	3	15	5	7.865236265	NaN	4112.6789515	1	NaN	NaN	NaN
21	12	1	SyncDelta	66	1215_1.7Hz.avi	willow18_zero_1.7Hz.wav	willow	1	3.75210199999947	1	21	66	108	22	37	1	16	4	7.865236265	NaN	4121.3289868	1	NaN	NaN	NaN
21	13	1	SyncDelta	35	1039_1.7Hz.avi	synth5_zero_1.7Hz.wav	synth	1	6.07980789999965	1	21	35	109	71	54	1	4	1	7.865236265	NaN	4128.0457126	1	NaN	NaN	NaN
21	14	1	SyncDelta	106	1113_1.7Hz.avi	ep29_zero_1.7Hz.wav	ep	4	4.37574740000036	1	21	86	16	26	106	4	9	5	7.865236265	NaN	4136.2957372	1	NaN	NaN	NaN
21	15	1	SyncDelta	37	1237_1.7Hz.avi	willow15_zero_1.7Hz.wav	willow	2	7.6979339999998	1	21	66	37	22	108	2	12	3	7.865236265	NaN	4142.012418	1	NaN	NaN	NaN
21	16	1	SyncDelta	86	1278_1.7Hz.avi	ep35_zero_1.7Hz.wav	ep	3	4.33763670000008	0	21	86	106	26	16	1	14	5	7.865236265	NaN	4152.3124591	1	NaN	NaN	NaN
21	1	2	AsyncTheta	121	1354_4Hz.avi	choir22_oneeighty_4Hz.wav	choir	1	4.57907879999948	0	21	160	121	78	88	2	10	2	5.91101081	NaN	4384.2135403	1	NaN	NaN	NaN
21	2	2	AsyncTheta	107	1265_4Hz.avi	acoustic16_oneeighty_4Hz.wav	acoustic	2	3.71835820000069	0	21	107	96	83	169	1	5	3	5.91101081	NaN	4391.1635412	1	NaN	NaN	NaN
21	3	2	AsyncTheta	160	1421_4Hz.avi	choir13_oneeighty_4Hz.wav	choir	4	2.9128284999997	0	21	160	88	78	121	1	13	3	5.91101081	NaN	4396.7469252	1	NaN	NaN	NaN
21	4	2	AsyncTheta	88	1191_4Hz.avi	choir20_oneeighty_4Hz.wav	choir	2	5.7697747000002	0	21	88	78	160	121	1	14	2	5.91101081	NaN	4401.3135873	1	NaN	NaN	NaN
21	5	2	AsyncTheta	134	1026_4Hz.avi	orch16_oneeighty_4Hz.wav	orch	4	5.51618789999975	0	21	137	134	174	143	2	6	1	5.91101081	NaN	4410.1302912	1	NaN	NaN	NaN
21	6	2	AsyncTheta	103	1084_4Hz.avi	dar20_oneeighty_4Hz.wav	dar	4	7.33099880000009	0	21	103	114	126	162	1	1	3	5.91101081	NaN	4418.3803573	1	NaN	NaN	NaN
21	7	2	AsyncTheta	126	1298_4Hz.avi	dar9_oneeighty_4Hz.wav	dar	4	6.16584700000021	0	21	162	103	126	114	3	12	1	5.91101081	NaN	4428.7137446	1	NaN	NaN	NaN
21	8	2	AsyncTheta	162	1358_4Hz.avi	dar7_oneeighty_4Hz.wav	dar	1	2.80216629999995	1	21	162	103	114	126	1	2	5	5.91101081	NaN	4437.3804133	1	NaN	NaN	NaN
21	9	2	AsyncTheta	174	1119_4Hz.avi	orch45_oneeighty_4Hz.wav	orch	1	3.88555499999984	1	21	174	137	143	134	1	4	2	5.91101081	NaN	4442.4304726	1	NaN	NaN	NaN
21	10	2	AsyncTheta	78	1301_4Hz.avi	choir11_oneeighty_4Hz.wav	choir	4	7.47072200000002	0	21	88	160	78	121	3	15	5	5.91101081	NaN	4449.4138399	1	NaN	NaN	NaN
21	11	2	AsyncTheta	83	1139_4Hz.avi	acoustic27_oneeighty_4Hz.wav	acoustic	2	3.97061320000012	0	21	83	107	96	169	1	16	5	5.91101081	NaN	4458.6638852	1	NaN	NaN	NaN
21	12	2	AsyncTheta	137	1303_4Hz.avi	orch10_oneeighty_4Hz.wav	orch	1	5.71783570000025	0	21	134	143	174	137	4	9	2	5.91101081	NaN	4464.1639101	1	NaN	NaN	NaN
21	13	2	AsyncTheta	114	1322_4Hz.avi	dar14_oneeighty_4Hz.wav	dar	4	6.59478500000023	0	21	126	114	162	103	2	8	3	5.91101081	NaN	4472.7472569	1	NaN	NaN	NaN
21	14	2	AsyncTheta	169	1083_4Hz.avi	acoustic43_oneeighty_4Hz.wav	acoustic	1	7.43054340000072	0	21	83	96	169	107	3	3	4	5.91101081	NaN	4481.38063	1	NaN	NaN	NaN
21	15	2	AsyncTheta	143	1127_4Hz.avi	orch11_oneeighty_4Hz.wav	orch	1	7.64947929999926	1	21	143	134	174	137	1	7	3	5.91101081	NaN	4491.4473334	1	NaN	NaN	NaN
21	16	2	AsyncTheta	96	1027_4Hz.avi	acoustic40_oneeighty_4Hz.wav	acoustic	2	9.72724480000034	0	21	107	169	83	96	4	11	5	5.91101081	NaN	4501.6807093	1	NaN	NaN	NaN
21	1	3	SyncTheta	38	1184_4Hz.avi	choir33_zero_4Hz.wav	choir	1	9.23547529999996	0	21	10	68	38	62	3	2	4	5.69239690333333	NaN	4711.3983878	1	NaN	NaN	NaN
21	2	3	SyncTheta	1	1064_4Hz.avi	acoustic12_zero_4Hz.wav	acoustic	3	8.87453719999939	0	21	21	39	47	1	4	6	5	5.69239690333333	NaN	4722.3484391	1	NaN	NaN	NaN
21	3	3	SyncTheta	10	1179_4Hz.avi	choir4_zero_4Hz.wav	choir	2	3.30046149999998	1	21	68	10	38	62	2	3	4	5.69239690333333	NaN	4733.0984552	1	NaN	NaN	NaN
21	4	3	SyncTheta	68	1023_4Hz.avi	choir3_zero_4Hz.wav	choir	2	9.93589650000013	0	21	62	10	38	68	4	8	3	5.69239690333333	NaN	4738.1318175	1	NaN	NaN	NaN
21	5	3	SyncTheta	74	1337_4Hz.avi	orch24_zero_4Hz.wav	orch	3	14.5298435000004	1	21	42	17	74	85	3	9	2	5.69239690333333	NaN	4750.8818747	1	NaN	NaN	NaN
21	6	3	SyncTheta	2	1431_4Hz.avi	dar24_zero_4Hz.wav	dar	2	6.41333360000044	0	21	40	45	56	2	4	5	5	5.69239690333333	NaN	4768.5486205	1	NaN	NaN	NaN
21	7	3	SyncTheta	45	1203_4Hz.avi	dar2_zero_4Hz.wav	dar	4	5.33913819999998	1	21	56	2	40	45	4	16	3	5.69239690333333	NaN	4777.8653614	1	NaN	NaN	NaN
